customer_id,recency,frequency,monetary,r_rank,f_rank,m_rank,r_score,f_score,m_score,rfm_score,customer_segment
00012a2ce6f8dcda20d059ce98491703,337,1,114.74,34293.0,49721.0,53952.5,1.7242974442003005,5.0,2.7127894932673646,6.402508470947485,High Value Customer
000161a058600d5901f007fab4c27140,458,1,67.41,16826.5,49721.0,28879.0,0.8460586984176467,5.0,1.4520670548365364,4.790490534203595,Medium Value Customer
0001fd6190edaaf884bcaf3d49edf079,596,1,195.42,2859.5,49721.0,78307.0,0.14377944600037207,5.0,3.9373598415140636,6.994871619914212,High Value Customer
0002414f95344307404f0ace7a26f1d5,427,1,179.35,21112.5,49721.0,75143.0,1.0615644531151793,5.0,3.7782705322754193,7.2028963135214905,High Value Customer
000379cdec625522490c315e70c7a9fb,198,1,107.01,66875.0,49721.0,50618.5,3.3625635430232146,5.0,2.545152401926771,6.890177819136056,High Value Customer
0004164d20a9e969af783496f3408652,553,1,71.8,6480.0,49721.0,31793.5,0.32582297957069806,5.0,1.5986112368137892,4.728940428642068,Medium Value Customer
000419c5494106c306a97b5635748086,228,1,49.4,59996.5,49721.0,16636.5,3.016703455835399,5.0,0.8365010408181737,5.0431824231523334,Medium Value Customer
00046a560d407e99b969756e0b10f282,303,1,166.59,43606.0,49721.0,71914.0,2.1925674146851635,5.0,3.6159129534095595,7.492939919283625,High Value Customer
00050bf6e01e69d5c0fd612f1bcfb69c,395,1,85.23,25631.0,49721.0,39634.5,1.288760615644531,5.0,1.9928651159984312,5.508369362256244,Medium Value Customer
000598caf2ef4117407665ac33275130,67,1,1255.71,95975.5,49721.0,98726.0,4.825775212312891,5.0,4.964049034100623,9.89435911902578,Top Customer
0005aefbb696d34b3424dccd0a0e9fd0,119,1,147.33,84431.0,49721.0,66200.5,4.245302467304569,5.0,3.3286320531772606,8.026753040099088,Top Customer
00062b33cb9f6fe976afdcff967ea74d,580,1,58.95,4225.0,49721.0,23034.5,0.21243859393305545,5.0,1.1581993342786174,4.243174771851839,Medium Value Customer
00066ccbe787a588c52bd5ff404590e3,253,1,270.0,53847.0,49721.0,87336.5,2.707498453849287,5.0,4.391372773805573,8.474372155345288,Top Customer
00072d033fe2e59061ae5c3aff1a2be5,411,1,106.97,23328.0,49721.0,50591.0,1.172962726454513,5.0,2.5437696724691023,6.0129547630509075,High Value Customer
0009a69b72033b2d0ec8c69fc70ef768,537,1,173.6,7773.5,49721.0,73712.5,0.3908618721748181,5.0,3.7063434599410705,6.862688208810997,High Value Customer
000bf8121c3412d3057d32371c5d3395,371,1,45.56,29109.0,49721.0,14013.0,1.4636390605437422,5.0,0.7045886505566115,4.290044274774108,Medium Value Customer
000e943451fc2788ca6ac98a682f2f49,544,1,106.23,7091.0,49721.0,50162.0,0.35654486853947837,5.0,2.5221990929294757,5.664817040345267,Medium Value Customer
000f17e290c26b28549908a04cfe36c1,341,1,139.52,33576.5,49721.0,63652.0,1.688270875548695,5.0,3.200490743254794,6.8757990934742725,High Value Customer
000fd45d6fedae68fc6676036610f879,185,1,66.81,69797.5,49721.0,28517.5,3.5095107124360796,5.0,1.4338904476020957,5.837694732576527,Medium Value Customer
0010068a73b7c56da5758c3f9e5c7375,553,1,54.83,6480.0,49721.0,20064.5,0.32582297957069806,5.0,1.0088645528504339,4.139193744678713,Medium Value Customer
001028b78fd413e19704b3867c369d3a,188,1,37.61,69199.0,49721.0,8540.0,3.479417340017397,5.0,0.42940034794501264,4.821167283951971,Medium Value Customer
00104a47c29da701ce41ee52077587d9,275,1,100.34,48646.5,49721.0,47396.5,2.4460104283465993,5.0,2.383146790559226,6.361550961897866,High Value Customer
001051abfcfdbed9f87b4266213a5df1,140,1,65.2,80196.0,49721.0,27395.5,4.032361060131436,5.0,1.3774750857292264,5.9904195097818,Medium Value Customer
00114026c1b7b52ab1773f317ef4880b,502,1,66.01,11847.0,49721.0,27930.5,0.5956828455206883,5.0,1.4043754588147748,4.64264859702305,Medium Value Customer
001226b2341ef620415ce7bbafcfac28,383,1,47.53,27361.0,49721.0,15325.0,1.375747306178066,5.0,0.7705574159551896,4.320856338426416,Medium Value Customer
0012a5c13793cf51e253f096a7e740dd,226,1,369.92,60452.5,49721.0,92418.0,3.039631739582967,5.0,4.646876037047093,8.86272873288028,Top Customer
0013280441d86a4f7a8006efdaf1b0fe,282,1,162.15,46855.0,49721.0,70474.0,2.355931436386583,5.0,3.543508210898925,7.485880785453558,High Value Customer
0013cd8e350a7cc76873441e431dd5ee,162,1,92.6,75503.5,49721.0,43555.5,3.7964159472247223,5.0,2.1900171961263464,6.7085835750162355,High Value Customer
001450ebb4a77efb3d68be5f7887cb1e,233,1,61.33,58565.5,49721.0,24395.0,2.944750881180203,5.0,1.2266067316298108,5.404507084101892,Medium Value Customer
00146ad30454993879adaa91c518f68c,281,1,221.79,47118.0,49721.0,82600.0,2.3691554246006405,5.0,4.153216480123892,8.100878649964148,Top Customer
00155f0530cc7b2bf73cc3f81cb01c52,520,1,40.75,9601.5,49721.0,10624.5,0.48277613246111994,5.0,0.5342112408362748,3.727321693820723,Low Value Customer
001574cd5824c0b1ea90dd4f4ba6d5b8,325,1,184.94,38010.0,49721.0,76153.5,1.9111931255373815,5.0,3.829079554710834,7.593556804925786,High Value Customer
0015bc9fd2d5395446143e8b215d7c75,127,1,132.19,82725.5,49721.0,60810.0,4.159547669209226,5.0,3.0575919389386668,7.721411006622357,High Value Customer
0015f7887e2fde13ddaa7b8e385af919,443,1,186.74,18834.0,49721.0,76503.5,0.9469984563633529,5.0,3.8466779296266127,7.225477312171954,High Value Customer
0017a0b4c1f1bdb9c395fa0ac517109c,227,1,50.01,60208.0,49721.0,16969.5,3.0273379558630538,5.0,0.8532446375237578,5.064179819868979,Medium Value Customer
0018c09f333634ca9c80d9ff46e43e9c,107,1,56.87,86793.5,49721.0,21513.5,4.364092095273053,5.0,1.08172182500176,5.8273586631109815,Medium Value Customer
0018f7fde63ca77254dbc47f4ea358b2,386,1,51.27,26920.5,49721.0,17750.0,1.35359838295262,5.0,0.8924890135859455,4.4339283667669935,Medium Value Customer
0019c9aaad15b043c48f0a1180f22ce8,225,1,112.83,60735.5,49721.0,53051.0,3.053861354277181,5.0,2.667461107591436,6.889005649302309,High Value Customer
001a57041f56400917a187dd74e6cbc1,272,1,53.72,49528.0,49721.0,19299.0,2.490333415459496,5.0,0.9703743928560654,4.966507759039864,Medium Value Customer
001b4e9b73aa98a6276b241bfd496822,193,1,82.87,68104.5,49721.0,38273.0,3.4243844308908344,5.0,1.92440743757605,6.294161209932383,High Value Customer
001c7f05398c45b42eee0d5a77783bca,188,1,21.94,69199.0,49721.0,882.0,3.479417340017397,5.0,0.0443479047877636,4.436114840794723,Medium Value Customer
001df1ee5c36767aa607001ab1a13a06,72,1,42.86,94407.0,49721.0,12041.5,4.746908955606619,5.0,0.6054595187095866,5.504223100952235,Medium Value Customer
001f150aebb5d897f2059b0460c38449,161,1,125.97,75859.0,49721.0,58613.5,3.8142909579095035,5.0,2.947149566074356,7.472865949238157,High Value Customer
001f35d9f262c558fd065346fbf5801d,264,1,46.53,51441.0,49721.0,14627.0,2.586521588286463,5.0,0.7354612282660069,4.770069863580592,Medium Value Customer
001f6f1a5e902ad14e1f709a7215de11,616,1,34.86,1675.5,49721.0,6475.5,0.08424635837510873,5.0,0.3255950764775093,3.359293619827553,Low Value Customer
00205ad9ba1ef4340cef86583294cf82,157,1,928.7,76895.0,49721.0,98127.0,3.8663824095816093,5.0,4.933930672459046,9.48048363629169,Top Customer
002236c4f333bc8df6a5939749eb7869,267,1,69.84,50681.0,49721.0,30592.0,2.5483077820405162,5.0,1.5381985297814784,5.557521642597685,Medium Value Customer
002348c1099e3229276c8ad7d4ddc702,280,1,249.56,47396.5,49721.0,85691.0,2.3831587733368194,5.0,4.308635271165818,8.261898780500545,Top Customer
002408f390f729598bbac1ef9421c6ae,280,1,258.01,47396.5,49721.0,86407.0,2.3831587733368194,5.0,4.344636518136382,8.29790002747111,Top Customer
002450e9ea44cb90b8a07ba0b197e149,427,1,40.0,21112.5,49721.0,10150.0,1.0615644531151793,5.0,0.510352872557597,3.9349786538036686,Low Value Customer
002554bdf9eb99618d8189c3a89fdd52,64,1,244.08,96686.5,49721.0,85164.0,4.861525233682453,5.0,4.282137146649772,9.226747240122753,Top Customer
0026955706fd4e2fa997f3f4c18d485a,58,1,121.9,98252.5,49721.0,57089.5,4.9402657870787055,5.0,2.870521213583934,7.846627528415416,High Value Customer
0026d252429f669d454d726e5e956aa1,342,1,139.15,33390.5,49721.0,63535.5,1.6789185492832397,5.0,3.1946329984613993,6.866200418174695,High Value Customer
002834b4d901534f48d9e9a72047b288,373,1,214.14,28742.0,49721.0,81397.0,1.4451858146328709,5.0,4.0927283514848,7.670802677337948,High Value Customer
0028ff36263a86bf679df7c863a0a0ba,188,1,74.94,69199.0,49721.0,33841.0,3.479417340017397,5.0,1.7015617300710975,6.093328666078056,High Value Customer
002905287304e28c0218389269b4759b,87,1,31.7,90464.5,49721.0,4395.5,4.548674835705774,5.0,0.22101044840659284,5.040480382688902,Medium Value Customer
002937abdae13680e17dccd3868b4825,326,1,43.55,37445.0,49721.0,12538.5,1.8827841774729612,5.0,0.630449211089993,4.383562882079177,Medium Value Customer
0029cdf064769cabdf3186b54d068c99,255,1,483.7,53345.0,49721.0,94954.0,2.6822572291973588,5.0,4.774388833579711,8.847291725258653,Top Customer
002a10e899b62a460b0116e0b68697ad,164,1,92.81,74920.5,49721.0,43666.0,3.767101935328161,5.0,2.1955732544926136,6.702414028623878,High Value Customer
002b24cb2cd0c3e575040dbd278885e3,148,1,40.22,79161.5,49721.0,10385.5,3.980345030445342,5.0,0.522194064822357,5.114332077000494,Medium Value Customer
002b5342c72978cf0aba6aae1f5d5293,36,1,51.17,99429.5,49721.0,17709.5,4.9994469054359145,5.0,0.8904526302028338,5.890231392377199,Medium Value Customer
002c625393dfa194828b462a6ef8cb0b,332,1,371.87,35245.0,49721.0,92492.0,1.772165264655749,5.0,4.6505968363150005,8.3594629421773,Top Customer
002ce108ccf0356ef5c8b1dce3c0ae29,133,1,185.6,81429.5,49721.0,76248.5,4.094383073295086,5.0,3.8338562564736876,8.471609485791722,Top Customer
002d358e2462f87678443706cbf2eb21,258,1,45.61,52726.5,49721.0,14029.0,2.6511582302985204,5.0,0.7053931476956186,4.7658564398150265,Medium Value Customer
002d597546b2cf44428232c9f237f873,87,1,117.74,90464.5,49721.0,55409.5,4.548674835705774,5.0,2.786049013988194,7.605518948270504,High Value Customer
002ebb669a34b9e79c88efc755e95322,67,1,133.57,95975.5,49721.0,61289.5,4.825775212312891,5.0,3.0817017125732846,8.012011797498442,Top Customer
002ef7e55600d44ead53f7c1644e5222,119,1,199.02,84431.0,49721.0,79007.0,4.245302467304569,5.0,3.972556591345622,8.67067757826745,Top Customer
002f067b028a3643ad3a0969c7a0f3dc,363,1,107.84,30385.0,49721.0,51025.0,1.5277980299777252,5.0,2.565591657364669,6.176710869355759,High Value Customer
002f90a6eb386bc43bc9ba200db31a89,488,1,153.51,13483.5,49721.0,68046.0,0.6779682322594918,5.0,3.421425770054605,6.692613062958402,High Value Customer
002fb8fc5ce64f8422fa2fe79986c783,324,1,67.68,38408.5,49721.0,29173.0,1.9312302331544995,5.0,1.4668496897657906,5.239341783027591,Medium Value Customer
002ff70a5285669011090c077ef929af,73,1,81.14,94108.5,49721.0,37421.0,4.731899980390283,5.0,1.8815679649239248,6.774327957080038,High Value Customer
00302a0b99783c3d1d1e81c616e321e8,204,1,159.48,65677.5,49721.0,69811.5,3.302351657523846,5.0,3.5101970012369144,7.8311376642464525,High Value Customer
0030aded3a67b29946a128ee8468388e,327,1,58.59,36618.0,49721.0,22789.0,1.841201522518491,5.0,1.145855331301978,4.882335940309375,Medium Value Customer
0030fbb95fbe7e61f798a80edb01a8e9,341,1,26.85,33576.5,49721.0,2185.0,1.688270875548695,5.0,0.10986414054565019,3.7851724907651283,Low Value Customer
00314f95a054231742e3c5396b333b88,281,1,59.34,47118.0,49721.0,23299.0,2.3691554246006405,5.0,1.1714986776078278,5.119160847448084,Medium Value Customer
003177b3eeca50af17750f53802c9a09,101,1,133.81,87867.5,49721.0,61405.5,4.418094237257455,5.0,3.087534316831086,7.8547720117340685,High Value Customer
0031abfb953b66e998f67b09e7b11375,267,1,671.85,50681.0,49721.0,96865.0,2.5483077820405162,5.0,4.870475960619865,8.889799073436071,Top Customer
0031c1062edf836ef7a7a7ea758b137b,594,1,81.0,3017.5,49721.0,37347.5,0.15172389519360824,5.0,1.8778723061916112,4.9385618642690545,Medium Value Customer
00330644cccc5db0276fa836976306fe,351,1,55.1,32074.0,49721.0,20373.5,1.6127231862269398,5.0,1.0244014038475076,4.669490678338283,Medium Value Customer
00331de1659c7f4fb660c8810e6de3f5,303,1,243.69,43606.0,49721.0,85131.0,2.1925674146851635,5.0,4.280477871300571,8.157504837174637,Top Customer
0033823ee55671ac5317d423291333c2,505,1,79.48,11457.5,49721.0,36715.0,0.5760982698196409,5.0,1.8460695286652387,5.076508836593095,Medium Value Customer
0034f7933de3ead6bd9ba49afe95f119,194,1,84.24,67916.5,49721.0,39121.5,3.4149315419773636,5.0,1.9670709264790176,6.333043543269963,High Value Customer
003536ce5e18f1d12b9bf76932f8a6b1,365,1,53.33,29997.5,49721.0,19065.0,1.5083140169246936,5.0,0.9586086221980873,4.5619342289679645,Medium Value Customer
0035b30e58c620fa2bd30275ddd4f7ef,191,1,78.2,68463.5,49721.0,36140.5,3.442435426209643,5.0,1.8171830532677669,6.194157223751624,High Value Customer
0036875772a8eeb391b8cd7226283fdd,268,1,61.85,50396.0,49721.0,24779.5,2.533977604698287,5.0,1.2459398035015739,5.259530845380889,Medium Value Customer
0037d14e53af1d555a582504a4058f4c,492,1,603.4,13001.0,49721.0,96224.0,0.6537074934257169,5.0,4.838245793988395,8.099728791358682,Top Customer
00380c010de38d578d02117f6d0b88e7,231,1,64.1,59161.5,49721.0,26518.5,2.9747185502888662,5.0,1.3333785862974024,5.523266006412949,Medium Value Customer
0039b3e41ac6615814a0b44a8992bff5,279,1,34.59,47671.0,49721.0,6323.5,2.396960996776967,5.0,0.3179523536569423,4.276736752367729,Medium Value Customer
003a75d228dc67cb2918e40c2aacc4bf,363,1,79.28,30385.0,49721.0,36632.0,1.5277980299777252,5.0,1.8418961997566397,5.45301541174773,Medium Value Customer
003b595c764773e20e0949b6fba7b1dc,186,1,25.46,69639.0,49721.0,1719.0,3.5015411225808397,5.0,0.08643316137206987,4.487049610404406,Medium Value Customer
003bc8d06ebed9d146eb9f100d0a89ae,224,1,600.04,60999.0,49721.0,96185.0,3.0671104831532423,5.0,4.8362848322120655,9.063129025473362,Top Customer
003bdf7fd8312f9d14a4b979f3747334,323,1,43.68,38837.0,49721.0,12593.5,1.952775780491852,5.0,0.6332146700053298,4.4143249822020705,Medium Value Customer
003c7cadba4f182b9f22d7d5ea7a5003,181,1,128.25,70867.0,49721.0,59493.5,3.5632865884624474,5.0,2.9913969087197434,7.4167115441047216,High Value Customer
003cb2c7ce25d8af8556fb456f903546,431,1,420.94,20552.0,49721.0,93894.0,1.0333817710087942,5.0,4.721090898120494,8.134443606524012,Top Customer
003cbe6a43560a8b6fd2c07531257c2d,258,1,27.75,52726.5,49721.0,2612.0,2.6511582302985204,5.0,0.13133415794290082,4.1917974500623085,Medium Value Customer
003e45472805afa1ee701d83284fa22b,492,1,30.6,13001.0,49721.0,3916.0,0.6537074934257169,5.0,0.19690067477197534,3.4583836721422623,Low Value Customer
003eab528664e1bd677218ef4be086ac,561,1,77.1,5808.5,49721.0,35299.5,0.2920590704994444,5.0,1.774896672398709,4.891720300598487,Medium Value Customer
003ec17a1389fa302f3a0423dddd8650,276,1,17.77,48381.0,49721.0,194.0,2.432660736822522,5.0,0.009754527810460474,3.982818822539469,Low Value Customer
003f7d92ac63c512bb6584219806f8df,245,1,84.91,55604.0,49721.0,39430.0,2.7958427401310333,5.0,1.9825826369404973,6.100919732992911,High Value Customer
0040a8417928d0d5abd5169cd7877181,111,1,219.49,86121.0,49721.0,82313.0,4.330277904877791,5.0,4.138785812692954,8.87089697464407,Top Customer
0040b00970e2139e8c43b647c0da5305,628,1,41.93,885.5,49721.0,11345.0,0.04452411240892795,5.0,0.570438752627186,3.5882483975907573,Low Value Customer
00411811e3b661e746a6e1ce1f0878ab,528,1,367.2,8684.5,49721.0,92265.0,0.4366681583459456,5.0,4.639183033155339,7.813850296493717,High Value Customer
0041d7b768cb115092fa0f5d55638d06,220,1,81.32,61868.0,49721.0,37491.0,3.1108049537160416,5.0,1.8850876399070806,6.129409621393497,High Value Customer
00426311a53f3c052943c88b692a3be2,308,1,273.66,42713.5,49721.0,87560.0,2.1476913330081806,5.0,4.402610593216078,8.26168712641935,Top Customer
0042d04ee8231b36dcb29aac213f5db4,554,1,33.47,6404.5,49721.0,5667.5,0.32202673960810735,5.0,0.28496797095765325,3.4137786668008965,Low Value Customer
0043b0afd67fb3af74360d2893b9a530,335,1,115.45,34678.0,49721.0,54336.5,1.7436557539433128,5.0,2.732097424603534,6.429559726180859,High Value Customer
004440537b68545ca3c341d7279bc4c0,49,1,98.04,99402.0,49721.0,46233.0,4.998064169025699,5.0,2.3246447642320573,7.323870431842336,High Value Customer
00447b6bd39c4a0f6366b05948f9e2e3,114,1,303.79,85401.5,49721.0,89289.0,4.294100492254162,5.0,4.489546565300027,9.207186762201692,Top Customer
00459c4eb23e40414ca067d06fa303d4,163,1,87.94,75175.5,49721.0,41307.0,3.779923672950156,5.0,2.076960207560262,6.5889296767403245,High Value Customer
0045ac1c0957bc92e109f71e4941fa49,109,1,152.47,86502.5,49721.0,67710.0,4.349460229986776,5.0,3.404531330135457,8.144315422130168,Top Customer
